objectid_1,objectid,name,folderpath,symbolid,altmode,base,clamped,extruded,snippet,popupinfo,shape_leng,name_1,name_of_gr,permit_dat,area_offic,net_planta,planted_as,concession,source_of,additional,shape_le_1,globalid,shape_Length,shape_Area
228,228,Kabala estate (part of LPF/0004),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Samling/LPF License/Kabala estate (part of LPF",1,0,0,-1,0, ,"Landbank approximately 6,570 hectares (source: EIA LPF0004)",0.39062084,Kabala estate (part of LPF/0004),Samling,,6570, , ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.39062084,{CDA7489A-660B-4103-B6A4-D442A9E84000},43563.2838520467,69429211.9879311
229,229,Baram estate (part of LPF/0004),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Samling/LPF License/Baram estate (part of LPF",1,0,0,-1,0, ,"Landbank approximately 10,280 hectares (source: LPF0004)",0.83377798,Baram estate (part of LPF/0004),Samling,,10280, , ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.83377798,{A0566F8E-4ACB-4E4E-B90F-11F91B36DC62},92951.6774591508,119455266.682612
230,230,Lower Rajang OPP 1 (LPF0031 Rejang Height SB),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/RH/RH OP boundaries/Rejang Heights",1,0,0,-1,0, , ,0.29879176,Lower Rajang OPP 1 (LPF0031 Rejang Height SB),Rimbunan Hijau,,16830,14955, ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment",Controlled by RH subsidiary Rejang Height SB,0.29879176,{00D15C9C-F3D0-4413-BCF3-27F14103ADD4},33275.195308113,48020232.7143354
231,231,Lower Rajang OPP II (LPF0031 Rejang Height SB),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/RH/RH OP boundaries/Rejang Heights",1,0,0,-1,0, , ,0.6163262,Lower Rajang OPP II (LPF0031 Rejang Height SB),Rimbunan Hijau,,0, , ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment",Controlled by RH subsidiary Rejang Height SB,0.6163262,{A3A92D12-AB6E-4D39-98D9-CB16B88AB76B},68642.4487873568,107375650.523798
232,232,Baram estate (LPF/0037),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/RH/RH OP boundaries/Rejang Heights/Baram estate (LPF",1,0,0,-1,0, , ,0.63380392,Baram estate (LPF/0037),Rimbunan Hijau,,34115,19020, ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.63380392,{42E67DF5-09DB-4FC5-A6AE-756B246D0960},70617.745096628,141869989.714117
233,233,"Loba Kabang OPP (RH Forest Corp, part of LPF/0029)","All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/RH/RH OP boundaries/RH Forest Corporation/Loba Kabang OPP (RH Forest Corp, part of LPF",4,0,0,-1,0, , ,0.20226947,"Loba Kabang OPP (RH Forest Corp, part of LPF/0029)",Rimbunan Hijau,2003-02-28T00:00:00.000Z,30050,21200, ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment",Controlled by RH subsidiary RH Forest Corporation SB,0.20226947,{A75D6D44-17F8-4EA3-94F3-6A2BFF7C4ECF},22531.5016675213,25128704.4247738
234,234,"Loba Kabang OPP (RH Forest Corp, part of LPF/0029)","All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/RH/RH OP boundaries/RH Forest Corporation/Loba Kabang OPP (RH Forest Corp, part of LPF",1,0,0,-1,0, , ,0.41750495,"Loba Kabang OPP (RH Forest Corp, part of LPF/0029)",Rimbunan Hijau,2003-02-28T00:00:00.000Z,30050,21200, ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment",Controlled by RH subsidiary RH Forest Corporation SB,0.41750495,{DA0F36AF-CBFA-4778-801F-50AA7C2AE3A4},46501.9273480736,62031371.9238492
235,235,"Loba Kabang OPP (RH Forest Corp, part of LPF/0029)","All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/RH/RH OP boundaries/RH Forest Corporation/Loba Kabang OPP (RH Forest Corp, part of LPF",1,0,0,-1,0, , ,0.73365122,"Loba Kabang OPP (RH Forest Corp, part of LPF/0029)",Rimbunan Hijau,2003-02-28T00:00:00.000Z,30050,21200, ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment",Controlled by RH subsidiary RH Forest Corporation SB,0.73365122,{7E499167-66E6-47FF-88FA-AFCE99B2054D},81716.2652947298,218098712.483476
236,236,"Saribas estate (RH Forest Corp, part of LPF0034)","All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/RH/RH OP boundaries/RH Forest Corporation",1,0,0,-1,0, , ,0.63980689,"Saribas estate (RH Forest Corp, part of LPF0034)",Rimbunan Hijau,,11450,6034, ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment",Controlled by RH subsidiary RH Forest Corporation SB,0.63980689,{33E7F6E2-3A02-4EDF-8317-2078AC2F6ABB},71237.3768582298,94534045.3417002
237,237,"Rimbas Estate (RH Forest Corp, part of LPF0034)","All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/RH/RH OP boundaries/RH Forest Corporation",1,0,0,-1,0, , ,0.18505767,"Rimbas Estate (RH Forest Corp, part of LPF0034)",Rimbunan Hijau,,0, , ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment",Controlled by RH subsidiary RH Forest Corporation SB,0.18505767,{1AC494D2-5380-4350-981D-1D94ABAC6FD4},20603.1808092559,24478119.1660046
238,238,Naman (LPF0010),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Ta Ann/Oil Palm",1,0,0,-1,0, , ,0.44637395,Naman (LPF0010),Ta Ann,1998-12-08T00:00:00.000Z,13145,10442, ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.44637395,{961A0CC8-3DFC-4832-BB65-6B2581A07F41},49707.3792568447,129427245.698939
239,239,LPF/0006 Samling Lana,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Samling/LPF License/LPF",0,0,0,-1,0, , ,1.77148304,LPF/0006 Samling Lana,Samling,,81900,50000, ,Plantation Forest (Oil Palm area for one rotation),"Sarawak Forest Department maps, 2010", ,1.77148304,{E1C52706-9057-477E-A040-4703B848E2A6},197264.595693128,826764458.031075
240,240,LPF/0007 Jelalong OP (Glenealy) Part 1,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Samling/LPF License/LPF",2,0,0,-1,0, , ,1.30364163,LPF/0007 Jelalong OP (Glenealy) Part 1,Samling,1998-12-01T00:00:00.000Z,74510,36915, ,Plantation Forest (Oil Palm area for one rotation),"Sarawak Forest Department maps, 2010", ,1.30364163,{A6FF27CC-EF12-43A3-AD4E-EA55B0AFFCD7},145239.973197477,109213975.289598
241,241,LPF/0007 Jelalong OP (Glenealy) Part 2,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Samling/LPF License/LPF",2,0,0,-1,0, , ,0.39304898,LPF/0007 Jelalong OP (Glenealy) Part 2,Samling,,0, , ,Plantation Forest (Oil Palm area for one rotation),"Sarawak Forest Department maps, 2010", ,0.39304898,{48B9326A-7A79-4A4A-80FF-659B085489E2},43797.0165336631,38699364.1725539
242,242,LPF/0007 Jelalong OP (Glenealy) Part 3,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Samling/LPF License/LPF",2,0,0,-1,0, , ,0.67450746,LPF/0007 Jelalong OP (Glenealy) Part 3,Samling,,0, , ,Plantation Forest (Oil Palm area for one rotation),"Sarawak Forest Department maps, 2010", ,0.67450746,{277E610C-81BB-4CBC-A548-AB990C8C0EB5},75157.3560565535,77653781.8758748
243,243,LPF/0007 Samling Jelalong (OP),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Samling/LPF License/LPF",0,0,0,-1,0, , ,2.21586474,LPF/0007 Samling Jelalong (OP),Samling,,0, , ,Plantation Forest (Oil Palm area for one rotation),"Sarawak Forest Department maps, 2010", ,2.21586474,{D0727B7E-7539-4139-90AF-BF22083F9B96},246892.710083133,749532276.250548
244,244,LPF/0009 Woodman (OP) - Tatau Estate,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Samling/LPF License/LPF",0,0,0,-1,0, , ,0.32000688,LPF/0009 Woodman (OP) - Tatau Estate,Samling,,7450,8830, ,Plantation Forest (Oil Palm area for one rotation),"Sarawak Forest Department maps, 2010", ,0.32000688,{25B17608-C6FA-4950-A173-1460A00A7642},35641.1797446778,72514543.4943261
245,245,LPF/0009 Woodman (OP) - Semanok Estate,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Samling/LPF License/LPF",0,0,0,-1,0, , ,0.34455525,LPF/0009 Woodman (OP) - Semanok Estate,Samling,,3400, , ,Plantation Forest (Oil Palm area for one rotation),"Sarawak Forest Department maps, 2010", ,0.34455525,{8F51FF4F-B1A5-40C7-8A16-9EC25B7A93F7},38386.3998170661,34483375.8390918
246,246,LPF/0035 (Simunjan OP Plantation),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/RH/RH LPF boundaries/LPF",0,0,0,-1,0, , ,0.65354903,LPF/0035 (Simunjan OP Plantation),Rimbunan Hijau,1905-06-26T00:00:00.000Z,15580,10475, ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment",Controlled by RH subsidiary Rejang Height SB,0.65354903,{2C9A87C5-46C6-45F9-ABD7-A17FD79EB129},72764.4799027134,156684701.020599
247,247,LPF/0018 Shin Yang OP Planting area,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Shin Yang/Shin Yang oil palm/LPF",1,0,0,-1,0, , ,1.94429149,LPF/0018 Shin Yang OP Planting area,Shin Yang,,30436, , ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,1.94429149,{280BAE58-8CE4-4A82-95CF-A2DC4E736638},216536.599236452,726808007.061685
248,248,LPF/0038 Limba Jaya (Part 2),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Lee Ling/LPF",0,0,0,-1,0, , ,0.54489766,LPF/0038 Limba Jaya (Part 2),Lee Ling,,0, , ,Plantation Forest (Oil Palm area for one rotation),"Sarawak Forest Department maps, 2010", ,0.54489766,{69CBAA68-FE66-4BA8-8F95-D309B1C273F9},60758.6010013295,102277273.348554
